id,age,gender,skinColor,accessories,nailPolish,aspectOfHand,imageName,irregularities
0,27,male,fair,0,0,dorsal right,Hand_0000002.jpg,0
0,27,male,fair,0,0,dorsal right,Hand_0000003.jpg,0
0,27,male,fair,0,0,dorsal right,Hand_0000004.jpg,0
0,27,male,fair,0,0,dorsal right,Hand_0000005.jpg,0
0,27,male,fair,0,0,dorsal right,Hand_0000006.jpg,0
0,27,male,fair,0,0,dorsal right,Hand_0000007.jpg,0
0,27,male,fair,0,0,dorsal right,Hand_0000008.jpg,0
0,27,male,fair,0,0,dorsal right,Hand_0000009.jpg,0
0,27,male,fair,0,0,dorsal right,Hand_0000010.jpg,0
0,27,male,fair,0,0,dorsal right,Hand_0000011.jpg,0
0,27,male,fair,0,0,dorsal right,Hand_0000012.jpg,0
0,27,male,fair,0,0,dorsal right,Hand_0000013.jpg,0
0,27,male,fair,0,0,dorsal right,Hand_0000014.jpg,0
0,27,male,fair,0,0,dorsal right,Hand_0000015.jpg,0
0,27,male,fair,0,0,dorsal right,Hand_0000016.jpg,0
0,27,male,fair,0,0,dorsal right,Hand_0000020.jpg,0
0,27,male,fair,1,0,dorsal left,Hand_0000021.jpg,0
0,27,male,fair,1,0,dorsal left,Hand_0000022.jpg,0
0,27,male,fair,1,0,dorsal left,Hand_0000023.jpg,0
0,27,male,fair,1,0,dorsal left,Hand_0000024.jpg,0
0,27,male,fair,1,0,dorsal left,Hand_0000025.jpg,0
0,27,male,fair,1,0,dorsal left,Hand_0000026.jpg,0
0,27,male,fair,1,0,dorsal left,Hand_0000027.jpg,0
0,27,male,fair,1,0,dorsal left,Hand_0000028.jpg,0
0,27,male,fair,1,0,dorsal left,Hand_0000029.jpg,0
0,27,male,fair,1,0,dorsal left,Hand_0000030.jpg,0
0,27,male,fair,1,0,dorsal left,Hand_0000031.jpg,0
0,27,male,fair,1,0,dorsal left,Hand_0000032.jpg,0
0,27,male,fair,1,0,dorsal left,Hand_0000033.jpg,0
0,27,male,fair,1,0,dorsal left,Hand_0000034.jpg,0
0,27,male,fair,1,0,palmar left,Hand_0000038.jpg,0
0,27,male,fair,1,0,palmar left,Hand_0000039.jpg,0
0,27,male,fair,1,0,palmar left,Hand_0000040.jpg,0
0,27,male,fair,1,0,palmar left,Hand_0000041.jpg,0
0,27,male,fair,1,0,palmar left,Hand_0000042.jpg,0
0,27,male,fair,1,0,palmar left,Hand_0000043.jpg,0
0,27,male,fair,1,0,palmar left,Hand_0000044.jpg,0
0,27,male,fair,1,0,palmar left,Hand_0000045.jpg,0
0,27,male,fair,1,0,palmar left,Hand_0000046.jpg,0
0,27,male,fair,1,0,palmar left,Hand_0000047.jpg,0
0,27,male,fair,1,0,palmar left,Hand_0000048.jpg,0
0,27,male,fair,1,0,palmar left,Hand_0000049.jpg,0
0,27,male,fair,1,0,palmar left,Hand_0000050.jpg,0
0,27,male,fair,1,0,palmar left,Hand_0000051.jpg,0
0,27,male,fair,1,0,palmar left,Hand_0000052.jpg,0
0,27,male,fair,1,0,palmar left,Hand_0000053.jpg,0
0,27,male,fair,1,0,palmar left,Hand_0000054.jpg,0
0,27,male,fair,0,0,palmar left,Hand_0000055.jpg,0
0,27,male,fair,0,0,palmar left,Hand_0000056.jpg,0
0,27,male,fair,0,0,palmar left,Hand_0000057.jpg,0
0,27,male,fair,0,0,palmar left,Hand_0000058.jpg,0
0,27,male,fair,0,0,palmar left,Hand_0000059.jpg,0
0,27,male,fair,0,0,palmar left,Hand_0000060.jpg,0
0,27,male,fair,0,0,palmar left,Hand_0000061.jpg,0
0,27,male,fair,0,0,palmar left,Hand_0000062.jpg,0
0,27,male,fair,0,0,palmar left,Hand_0000063.jpg,0
0,27,male,fair,0,0,palmar left,Hand_0000064.jpg,0
0,27,male,fair,0,0,palmar left,Hand_0000065.jpg,0
0,27,male,fair,0,0,palmar left,Hand_0000066.jpg,0
0,27,male,fair,0,0,palmar left,Hand_0000067.jpg,0
0,27,male,fair,0,0,palmar left,Hand_0000068.jpg,0
0,27,male,fair,0,0,palmar left,Hand_0000069.jpg,0
0,27,male,fair,0,0,dorsal left,Hand_0000070.jpg,0
0,27,male,fair,0,0,dorsal left,Hand_0000071.jpg,0
0,27,male,fair,0,0,dorsal left,Hand_0000072.jpg,0
0,27,male,fair,0,0,dorsal left,Hand_0000073.jpg,0
0,27,male,fair,0,0,dorsal left,Hand_0000074.jpg,0
0,27,male,fair,0,0,dorsal left,Hand_0000075.jpg,0
0,27,male,fair,0,0,dorsal left,Hand_0000076.jpg,0
0,27,male,fair,0,0,dorsal left,Hand_0000077.jpg,0
0,27,male,fair,0,0,dorsal left,Hand_0000078.jpg,0
0,27,male,fair,0,0,dorsal left,Hand_0000079.jpg,0
57,26,male,dark,0,0,dorsal left,Hand_0000876.jpg,0
57,26,male,dark,0,0,dorsal left,Hand_0000877.jpg,0
57,26,male,dark,0,0,dorsal left,Hand_0000878.jpg,0
57,26,male,dark,0,0,dorsal left,Hand_0000879.jpg,0
57,26,male,dark,0,0,dorsal left,Hand_0000880.jpg,0
57,26,male,dark,0,0,dorsal left,Hand_0000881.jpg,0
57,26,male,dark,0,0,dorsal left,Hand_0000882.jpg,0
57,26,male,dark,0,0,palmar left,Hand_0000883.jpg,0
57,26,male,dark,0,0,palmar left,Hand_0000884.jpg,0
57,26,male,dark,0,0,palmar left,Hand_0000885.jpg,0
57,26,male,dark,0,0,palmar left,Hand_0000886.jpg,0
57,26,male,dark,0,0,palmar left,Hand_0000887.jpg,0
57,26,male,dark,0,0,palmar left,Hand_0000888.jpg,0
57,26,male,dark,0,0,palmar left,Hand_0000889.jpg,0
57,26,male,dark,0,0,palmar left,Hand_0000890.jpg,0
57,26,male,dark,0,0,palmar left,Hand_0000891.jpg,0
57,26,male,dark,0,0,palmar left,Hand_0000892.jpg,0
57,26,male,dark,0,0,palmar left,Hand_0000893.jpg,0
57,26,male,dark,1,0,dorsal right,Hand_0000895.jpg,0
57,26,male,dark,1,0,dorsal right,Hand_0000896.jpg,0
57,26,male,dark,1,0,dorsal right,Hand_0000897.jpg,0
57,26,male,dark,1,0,dorsal right,Hand_0000898.jpg,0
57,26,male,dark,1,0,dorsal right,Hand_0000899.jpg,0
57,26,male,dark,1,0,dorsal right,Hand_0000900.jpg,0
57,26,male,dark,1,0,dorsal right,Hand_0000901.jpg,0
57,26,male,dark,1,0,dorsal right,Hand_0000902.jpg,0
57,26,male,dark,1,0,dorsal right,Hand_0000903.jpg,0
57,26,male,dark,1,0,dorsal right,Hand_0000904.jpg,0
57,26,male,dark,1,0,dorsal right,Hand_0000905.jpg,0
57,26,male,dark,1,0,palmar right,Hand_0000906.jpg,0
57,26,male,dark,1,0,palmar right,Hand_0000907.jpg,0
57,26,male,dark,1,0,palmar right,Hand_0000908.jpg,0
57,26,male,dark,1,0,palmar right,Hand_0000909.jpg,0
57,26,male,dark,1,0,palmar right,Hand_0000910.jpg,0
57,26,male,dark,1,0,palmar right,Hand_0000911.jpg,0
57,26,male,dark,1,0,palmar right,Hand_0000912.jpg,0
57,26,male,dark,0,0,dorsal right,Hand_0000913.jpg,0
57,26,male,dark,0,0,dorsal right,Hand_0000914.jpg,0
57,26,male,dark,0,0,dorsal right,Hand_0000915.jpg,0
57,26,male,dark,0,0,dorsal right,Hand_0000916.jpg,0
57,26,male,dark,0,0,dorsal right,Hand_0000917.jpg,0
57,26,male,dark,0,0,dorsal right,Hand_0000918.jpg,0
57,26,male,dark,0,0,dorsal right,Hand_0000919.jpg,0
57,26,male,dark,0,0,palmar right,Hand_0000920.jpg,0
57,26,male,dark,0,0,palmar right,Hand_0000921.jpg,0
57,26,male,dark,0,0,palmar right,Hand_0000922.jpg,0
57,26,male,dark,0,0,palmar right,Hand_0000923.jpg,0
57,26,male,dark,0,0,palmar right,Hand_0000924.jpg,0
57,26,male,dark,0,0,palmar right,Hand_0000925.jpg,0
57,26,male,dark,0,0,palmar right,Hand_0000926.jpg,0
57,26,male,dark,0,0,palmar right,Hand_0000927.jpg,0
27,23,male,fair,0,0,dorsal left,Hand_0000970.jpg,0
27,23,male,fair,0,0,dorsal left,Hand_0000971.jpg,0
27,23,male,fair,0,0,dorsal left,Hand_0000972.jpg,0
27,23,male,fair,0,0,dorsal left,Hand_0000973.jpg,0
27,23,male,fair,0,0,dorsal left,Hand_0000974.jpg,0
27,23,male,fair,0,0,palmar left,Hand_0000976.jpg,0
27,23,male,fair,0,0,palmar left,Hand_0000977.jpg,0
27,23,male,fair,0,0,palmar left,Hand_0000978.jpg,0
27,23,male,fair,0,0,palmar left,Hand_0000979.jpg,0
27,23,male,fair,0,0,palmar left,Hand_0000980.jpg,0
27,23,male,fair,0,0,palmar left,Hand_0000981.jpg,0
27,23,male,fair,0,0,palmar left,Hand_0000982.jpg,0
27,23,male,fair,0,0,palmar left,Hand_0000983.jpg,0
27,23,male,fair,0,0,palmar left,Hand_0000984.jpg,0
27,23,male,fair,0,0,palmar left,Hand_0000985.jpg,0
27,23,male,fair,0,0,palmar left,Hand_0000986.jpg,0
27,23,male,fair,0,0,palmar left,Hand_0000987.jpg,0
27,23,male,fair,0,0,palmar left,Hand_0000988.jpg,0
27,23,male,fair,0,0,dorsal right,Hand_0000989.jpg,1
27,23,male,fair,0,0,dorsal right,Hand_0000990.jpg,1
27,23,male,fair,0,0,dorsal right,Hand_0000991.jpg,1
27,23,male,fair,0,0,dorsal right,Hand_0000992.jpg,1
27,23,male,fair,0,0,dorsal right,Hand_0000993.jpg,1
27,23,male,fair,0,0,dorsal right,Hand_0000994.jpg,1
27,23,male,fair,0,0,dorsal right,Hand_0000995.jpg,1
27,23,male,fair,0,0,dorsal right,Hand_0000996.jpg,1
27,23,male,fair,0,0,dorsal right,Hand_0000997.jpg,1
27,23,male,fair,0,0,dorsal right,Hand_0000998.jpg,1
27,23,male,fair,0,0,dorsal right,Hand_0000999.jpg,1
27,23,male,fair,0,0,palmar right,Hand_0001000.jpg,1
27,23,male,fair,0,0,palmar right,Hand_0001001.jpg,1
27,23,male,fair,0,0,palmar right,Hand_0001002.jpg,1
27,23,male,fair,0,0,palmar right,Hand_0001003.jpg,1
27,23,male,fair,0,0,palmar right,Hand_0001004.jpg,1
27,23,male,fair,0,0,palmar right,Hand_0001005.jpg,1
27,23,male,fair,0,0,palmar right,Hand_0001006.jpg,1
27,23,male,fair,0,0,palmar right,Hand_0001007.jpg,1
27,23,male,fair,0,0,palmar right,Hand_0001008.jpg,1
27,23,male,fair,0,0,palmar right,Hand_0001009.jpg,1
28,30,male,dark,0,0,dorsal right,Hand_0001012.jpg,0
28,30,male,dark,0,0,dorsal right,Hand_0001013.jpg,0
28,30,male,dark,0,0,dorsal right,Hand_0001014.jpg,0
28,30,male,dark,0,0,dorsal right,Hand_0001015.jpg,0
28,30,male,dark,0,0,dorsal right,Hand_0001016.jpg,0
28,30,male,dark,0,0,dorsal right,Hand_0001017.jpg,0
28,30,male,dark,0,0,palmar right,Hand_0001018.jpg,0
28,30,male,dark,0,0,palmar right,Hand_0001019.jpg,0
28,30,male,dark,0,0,palmar right,Hand_0001020.jpg,0
28,30,male,dark,0,0,palmar right,Hand_0001021.jpg,0
28,30,male,dark,0,0,palmar right,Hand_0001022.jpg,0
28,30,male,dark,0,0,palmar right,Hand_0001023.jpg,0
28,30,male,dark,0,0,palmar right,Hand_0001024.jpg,0
28,30,male,dark,0,0,dorsal left,Hand_0001032.jpg,0
28,30,male,dark,0,0,dorsal left,Hand_0001033.jpg,0
28,30,male,dark,0,0,dorsal left,Hand_0001034.jpg,0
28,30,male,dark,0,0,dorsal left,Hand_0001035.jpg,0
28,30,male,dark,0,0,palmar left,Hand_0001036.jpg,0
28,30,male,dark,0,0,palmar left,Hand_0001037.jpg,0
28,30,male,dark,0,0,palmar left,Hand_0001038.jpg,0
28,30,male,dark,0,0,palmar left,Hand_0001039.jpg,0
28,30,male,dark,0,0,palmar left,Hand_0001040.jpg,0
28,30,male,dark,0,0,palmar left,Hand_0001041.jpg,0
28,30,male,dark,0,0,palmar left,Hand_0001042.jpg,0
28,30,male,dark,0,0,palmar left,Hand_0001043.jpg,0
53,29,male,fair,0,0,dorsal right,Hand_0001045.jpg,0
53,29,male,fair,0,0,dorsal right,Hand_0001046.jpg,0
53,29,male,fair,0,0,dorsal right,Hand_0001047.jpg,0
53,29,male,fair,0,0,dorsal right,Hand_0001048.jpg,0
53,29,male,fair,0,0,dorsal right,Hand_0001049.jpg,0
53,29,male,fair,0,0,dorsal right,Hand_0001051.jpg,0
53,29,male,fair,0,0,dorsal right,Hand_0001052.jpg,0
53,29,male,fair,0,0,dorsal right,Hand_0001053.jpg,0
53,29,male,fair,0,0,dorsal right,Hand_0001054.jpg,0
53,29,male,fair,0,0,dorsal right,Hand_0001055.jpg,0
53,29,male,fair,0,0,dorsal right,Hand_0001056.jpg,0
53,29,male,fair,0,0,dorsal right,Hand_0001057.jpg,0
53,29,male,fair,0,0,dorsal right,Hand_0001058.jpg,0
559,20,female,dark,0,0,dorsal right,Hand_0000080.jpg,0
559,20,female,dark,0,0,dorsal right,Hand_0000081.jpg,0
559,20,female,dark,0,0,dorsal right,Hand_0000082.jpg,0
559,20,female,dark,0,0,dorsal right,Hand_0000083.jpg,0
559,20,female,dark,0,0,dorsal right,Hand_0000084.jpg,0
559,20,female,dark,0,0,palmar right,Hand_0000085.jpg,0
559,20,female,dark,0,0,palmar right,Hand_0000086.jpg,0
559,20,female,dark,0,0,palmar right,Hand_0000087.jpg,0
559,20,female,dark,0,0,palmar right,Hand_0000088.jpg,0
559,20,female,dark,0,0,palmar right,Hand_0000089.jpg,0
559,20,female,dark,0,0,palmar right,Hand_0000090.jpg,0
559,20,female,dark,0,0,dorsal left,Hand_0000091.jpg,0
559,20,female,dark,0,0,dorsal left,Hand_0000092.jpg,0
559,20,female,dark,0,0,dorsal left,Hand_0000093.jpg,0
559,20,female,dark,0,0,dorsal left,Hand_0000094.jpg,0
559,20,female,dark,0,0,dorsal left,Hand_0000095.jpg,0
559,20,female,dark,0,0,dorsal left,Hand_0000096.jpg,0
559,20,female,dark,0,0,dorsal left,Hand_0000097.jpg,0
559,20,female,dark,0,0,palmar left,Hand_0000100.jpg,0
559,20,female,dark,0,0,palmar left,Hand_0000101.jpg,0
559,20,female,dark,0,0,palmar left,Hand_0000102.jpg,0
559,20,female,dark,0,0,palmar left,Hand_0000103.jpg,0
559,20,female,dark,0,0,palmar left,Hand_0000104.jpg,0
559,20,female,dark,0,0,palmar left,Hand_0000105.jpg,0
559,20,female,dark,0,0,palmar left,Hand_0000106.jpg,0
559,20,female,dark,0,0,palmar left,Hand_0000107.jpg,0
65,20,female,dark,0,1,dorsal right,Hand_0000108.jpg,0
65,20,female,dark,0,1,dorsal right,Hand_0000109.jpg,0
65,20,female,dark,0,1,dorsal right,Hand_0000111.jpg,0
65,20,female,dark,0,1,dorsal right,Hand_0000112.jpg,0
65,20,female,dark,0,0,palmar right,Hand_0000113.jpg,0
65,20,female,dark,0,0,palmar right,Hand_0000114.jpg,0
65,20,female,dark,0,0,palmar right,Hand_0000115.jpg,0
65,20,female,dark,0,0,palmar right,Hand_0000116.jpg,0
65,20,female,dark,0,0,palmar right,Hand_0000117.jpg,0
65,20,female,dark,0,0,palmar right,Hand_0000118.jpg,0
65,20,female,dark,0,1,dorsal left,Hand_0000122.jpg,0
65,20,female,dark,0,1,dorsal left,Hand_0000123.jpg,0
65,20,female,dark,0,0,palmar left,Hand_0000124.jpg,0
65,20,female,dark,0,0,palmar left,Hand_0000125.jpg,0
505,21,female,medium,0,0,dorsal right,Hand_0000132.jpg,0
505,21,female,medium,0,0,dorsal right,Hand_0000133.jpg,0
505,21,female,medium,0,0,dorsal right,Hand_0000134.jpg,0
505,21,female,medium,0,0,dorsal right,Hand_0000135.jpg,0
505,21,female,medium,0,0,palmar right,Hand_0000140.jpg,0
505,21,female,medium,0,0,palmar right,Hand_0000141.jpg,0
505,21,female,medium,0,0,palmar right,Hand_0000142.jpg,0
505,21,female,medium,0,0,palmar right,Hand_0000143.jpg,0
505,21,female,medium,0,0,dorsal left,Hand_0000144.jpg,0
505,21,female,medium,0,0,dorsal left,Hand_0000145.jpg,0
505,21,female,medium,0,0,dorsal left,Hand_0000146.jpg,0
505,21,female,medium,0,0,dorsal left,Hand_0000147.jpg,0
505,21,female,medium,0,0,palmar left,Hand_0000148.jpg,0
505,21,female,medium,0,0,palmar left,Hand_0000153.jpg,0
594,20,female,medium,0,0,dorsal left,Hand_0000156.jpg,0
594,20,female,medium,0,0,dorsal left,Hand_0000157.jpg,0
594,20,female,medium,0,0,dorsal left,Hand_0000158.jpg,0
594,20,female,medium,0,0,dorsal left,Hand_0000159.jpg,0
594,20,female,medium,0,0,dorsal left,Hand_0000160.jpg,0
594,20,female,medium,0,0,palmar left,Hand_0000161.jpg,0
594,20,female,medium,0,0,palmar left,Hand_0000162.jpg,0
594,20,female,medium,0,0,palmar left,Hand_0000163.jpg,0
594,20,female,medium,0,0,palmar left,Hand_0000164.jpg,0
594,20,female,medium,0,0,palmar left,Hand_0000165.jpg,0
594,20,female,medium,0,0,dorsal right,Hand_0000166.jpg,0
594,20,female,medium,0,0,dorsal right,Hand_0000167.jpg,0
594,20,female,medium,0,0,dorsal right,Hand_0000169.jpg,0
594,20,female,medium,0,0,dorsal right,Hand_0000170.jpg,0
594,20,female,medium,0,0,palmar right,Hand_0000171.jpg,0
594,20,female,medium,0,0,palmar right,Hand_0000173.jpg,0
594,20,female,medium,0,0,palmar right,Hand_0000174.jpg,0
594,20,female,medium,0,0,palmar right,Hand_0000175.jpg,0
594,20,female,medium,0,0,palmar right,Hand_0000176.jpg,0
594,20,female,medium,0,0,palmar right,Hand_0000177.jpg,0
1585,20,female,fair,0,0,dorsal right,Hand_0000178.jpg,0
1585,20,female,fair,0,0,dorsal right,Hand_0000179.jpg,0
1585,20,female,fair,0,0,dorsal right,Hand_0000180.jpg,0
1585,20,female,fair,0,0,dorsal right,Hand_0000182.jpg,0
1585,20,female,fair,0,0,dorsal right,Hand_0000183.jpg,0
1585,20,female,fair,0,0,palmar right,Hand_0000184.jpg,0
1585,20,female,fair,0,0,palmar right,Hand_0000185.jpg,0
1585,20,female,fair,0,0,palmar right,Hand_0000186.jpg,0
1585,20,female,fair,0,0,palmar right,Hand_0000187.jpg,0
1585,20,female,fair,0,0,dorsal left,Hand_0000195.jpg,0
1585,20,female,fair,0,0,dorsal left,Hand_0000196.jpg,0
1585,20,female,fair,0,0,dorsal left,Hand_0000197.jpg,0
1585,20,female,fair,0,0,dorsal left,Hand_0000198.jpg,0
1585,20,female,fair,0,0,palmar left,Hand_0000199.jpg,0
1585,20,female,fair,0,0,palmar left,Hand_0000200.jpg,0
1585,20,female,fair,0,0,palmar left,Hand_0000201.jpg,0
1585,20,female,fair,0,0,palmar left,Hand_0000202.jpg,0
55,20,female,medium,1,0,dorsal left,Hand_0000203.jpg,0
55,20,female,medium,1,0,dorsal left,Hand_0000204.jpg,0
55,20,female,medium,1,0,dorsal left,Hand_0000205.jpg,0
55,20,female,medium,1,0,dorsal left,Hand_0000206.jpg,0
55,20,female,medium,1,0,dorsal left,Hand_0000207.jpg,0
55,20,female,medium,1,0,dorsal left,Hand_0000208.jpg,0
55,20,female,medium,1,0,dorsal left,Hand_0000209.jpg,0
55,20,female,medium,1,0,dorsal left,Hand_0000210.jpg,0
55,20,female,medium,1,0,palmar left,Hand_0000211.jpg,0
55,20,female,medium,1,0,palmar left,Hand_0000212.jpg,0
55,20,female,medium,1,0,palmar left,Hand_0000213.jpg,0
55,20,female,medium,1,0,palmar left,Hand_0000214.jpg,0
55,20,female,medium,1,0,palmar left,Hand_0000215.jpg,0
55,20,female,medium,1,0,palmar left,Hand_0000216.jpg,0
55,20,female,medium,0,0,dorsal left,Hand_0000217.jpg,0
55,20,female,medium,0,0,dorsal left,Hand_0000218.jpg,0
55,20,female,medium,0,0,dorsal left,Hand_0000219.jpg,0
55,20,female,medium,0,0,dorsal left,Hand_0000220.jpg,0
55,20,female,medium,0,0,dorsal left,Hand_0000221.jpg,0
55,20,female,medium,0,0,palmar left,Hand_0000223.jpg,0
55,20,female,medium,0,0,palmar left,Hand_0000224.jpg,0
55,20,female,medium,0,0,palmar left,Hand_0000225.jpg,0
55,20,female,medium,0,0,palmar left,Hand_0000226.jpg,0
55,20,female,medium,0,0,dorsal right,Hand_0000227.jpg,0
55,20,female,medium,0,0,dorsal right,Hand_0000228.jpg,0
55,20,female,medium,0,0,dorsal right,Hand_0000229.jpg,0
55,20,female,medium,0,0,dorsal right,Hand_0000230.jpg,0
55,20,female,medium,0,0,dorsal right,Hand_0000231.jpg,0
55,20,female,medium,0,0,palmar right,Hand_0000232.jpg,0
55,20,female,medium,0,0,palmar right,Hand_0000233.jpg,0
55,20,female,medium,0,0,palmar right,Hand_0000234.jpg,0
55,20,female,medium,0,0,palmar right,Hand_0000235.jpg,0
8,21,female,medium,0,0,dorsal right,Hand_0000236.jpg,0
8,21,female,medium,0,0,dorsal right,Hand_0000237.jpg,0
8,21,female,medium,0,0,dorsal right,Hand_0000238.jpg,0
8,21,female,medium,0,0,dorsal right,Hand_0000239.jpg,0
8,21,female,medium,0,0,dorsal right,Hand_0000240.jpg,0
8,21,female,medium,0,0,dorsal right,Hand_0000241.jpg,0
8,21,female,medium,0,0,dorsal right,Hand_0000242.jpg,0
8,21,female,medium,0,0,palmar right,Hand_0000243.jpg,0
8,21,female,medium,0,0,palmar right,Hand_0000244.jpg,0
8,21,female,medium,0,0,palmar right,Hand_0000245.jpg,0
8,21,female,medium,0,0,palmar right,Hand_0000246.jpg,0
8,21,female,medium,0,0,dorsal left,Hand_0000248.jpg,0
8,21,female,medium,0,0,dorsal left,Hand_0000249.jpg,0
8,21,female,medium,0,0,dorsal left,Hand_0000250.jpg,0
8,21,female,medium,0,0,dorsal left,Hand_0000251.jpg,0
8,21,female,medium,0,0,dorsal left,Hand_0000252.jpg,0
8,21,female,medium,0,0,palmar left,Hand_0000253.jpg,0
8,21,female,medium,0,0,palmar left,Hand_0000254.jpg,0
8,21,female,medium,0,0,palmar left,Hand_0000255.jpg,0
8,21,female,medium,0,0,palmar left,Hand_0000256.jpg,0
8,21,female,medium,0,0,palmar left,Hand_0000257.jpg,0
8,21,female,medium,0,0,palmar left,Hand_0000258.jpg,0
25,20,female,dark,1,0,dorsal right,Hand_0000259.jpg,0
25,20,female,dark,1,0,dorsal right,Hand_0000260.jpg,0
25,20,female,dark,1,0,dorsal right,Hand_0000261.jpg,0
25,20,female,dark,1,0,dorsal right,Hand_0000262.jpg,0
25,20,female,dark,1,0,dorsal right,Hand_0000263.jpg,0
25,20,female,dark,1,0,dorsal right,Hand_0000264.jpg,0
25,20,female,dark,1,0,dorsal right,Hand_0000265.jpg,0
25,20,female,dark,1,0,palmar right,Hand_0000266.jpg,0
25,20,female,dark,1,0,palmar right,Hand_0000267.jpg,0
25,20,female,dark,1,0,palmar right,Hand_0000268.jpg,0
25,20,female,dark,1,0,palmar right,Hand_0000269.jpg,0
25,20,female,dark,1,0,palmar right,Hand_0000270.jpg,0
25,20,female,dark,1,0,palmar right,Hand_0000271.jpg,0
25,20,female,dark,0,0,dorsal left,Hand_0000272.jpg,0
25,20,female,dark,0,0,dorsal left,Hand_0000273.jpg,0
25,20,female,dark,0,0,dorsal left,Hand_0000275.jpg,0
25,20,female,dark,0,0,dorsal left,Hand_0000276.jpg,0
25,20,female,dark,0,0,dorsal left,Hand_0000277.jpg,0
25,20,female,dark,0,0,dorsal left,Hand_0000278.jpg,0
25,20,female,dark,0,0,palmar left,Hand_0000281.jpg,0
25,20,female,dark,0,0,palmar left,Hand_0000282.jpg,0
25,20,female,dark,0,0,palmar left,Hand_0000283.jpg,0
25,20,female,dark,0,0,palmar left,Hand_0000284.jpg,0
25,20,female,dark,0,0,palmar left,Hand_0000285.jpg,0
54,21,female,medium,0,0,dorsal right,Hand_0000286.jpg,0
54,21,female,medium,0,0,dorsal right,Hand_0000287.jpg,0
54,21,female,medium,0,0,dorsal right,Hand_0000288.jpg,0
54,21,female,medium,0,0,dorsal right,Hand_0000289.jpg,0
54,21,female,medium,0,0,dorsal right,Hand_0000290.jpg,0
54,21,female,medium,0,0,palmar right,Hand_0000291.jpg,0
54,21,female,medium,0,0,palmar right,Hand_0000292.jpg,0
54,21,female,medium,0,0,palmar right,Hand_0000293.jpg,0
54,21,female,medium,0,0,palmar right,Hand_0000295.jpg,0
54,21,female,medium,0,0,dorsal left,Hand_0000296.jpg,0
54,21,female,medium,0,0,dorsal left,Hand_0000297.jpg,0
54,21,female,medium,0,0,dorsal left,Hand_0000298.jpg,0
54,21,female,medium,0,0,dorsal left,Hand_0000299.jpg,0
54,21,female,medium,0,0,dorsal left,Hand_0000300.jpg,0
54,21,female,medium,0,0,palmar left,Hand_0000302.jpg,0
54,21,female,medium,0,0,palmar left,Hand_0000303.jpg,0
54,21,female,medium,0,0,palmar left,Hand_0000304.jpg,0
54,21,female,medium,0,0,palmar left,Hand_0000305.jpg,0
1515,21,female,fair,0,0,dorsal right,Hand_0000306.jpg,0
1515,21,female,fair,0,0,dorsal right,Hand_0000307.jpg,0
1515,21,female,fair,0,0,dorsal right,Hand_0000308.jpg,0
1515,21,female,fair,0,0,dorsal right,Hand_0000309.jpg,0
1515,21,female,fair,0,0,dorsal right,Hand_0000310.jpg,0
1515,21,female,fair,0,0,dorsal right,Hand_0000311.jpg,0
1515,21,female,fair,0,0,dorsal right,Hand_0000312.jpg,0
1515,21,female,fair,0,0,dorsal right,Hand_0000314.jpg,0
1515,21,female,fair,0,0,palmar right,Hand_0000315.jpg,0
1515,21,female,fair,0,0,palmar right,Hand_0000316.jpg,0
1515,21,female,fair,0,0,palmar right,Hand_0000317.jpg,0
1515,21,female,fair,0,0,palmar right,Hand_0000318.jpg,0
1515,21,female,fair,0,0,palmar right,Hand_0000319.jpg,0